this is log msg 0 Fri Nov  9 13:26:11 2018 
this is log msg 7896 Fri Nov  9 13:39:44 2018 
this is log msg 7897 Fri Nov  9 13:39:45 2018 
this is log msg 7898 Fri Nov  9 13:39:45 2018 
this is log msg 7899 Fri Nov  9 13:39:45 2018 
this is log msg 7900 Fri Nov  9 13:39:45 2018 
this is log msg 7901 Fri Nov  9 13:39:45 2018 
this is log msg 7902 Fri Nov  9 13:39:45 2018 
this is log msg 7903 Fri Nov  9 13:39:45 2018 
this is log msg 7904 Fri Nov  9 13:39:45 2018 
this is log msg 7905 Fri Nov  9 13:39:45 2018 
this is log msg 7906 Fri Nov  9 13:39:46 2018 
this is log msg 7907 Fri Nov  9 13:39:46 2018 
this is log msg 7908 Fri Nov  9 13:39:46 2018 
this is log msg 7909 Fri Nov  9 13:39:46 2018 
this is log msg 7910 Fri Nov  9 13:39:46 2018 
this is log msg 7911 Fri Nov  9 13:39:46 2018 
this is log msg 7912 Fri Nov  9 13:39:46 2018 
this is log msg 7913 Fri Nov  9 13:39:46 2018 
this is log msg 7914 Fri Nov  9 13:39:46 2018 
this is log msg 7915 Fri Nov  9 13:39:46 2018 
this is log msg 7916 Fri Nov  9 13:39:47 2018 
this is log msg 7917 Fri Nov  9 13:39:47 2018 
this is log msg 7918 Fri Nov  9 13:39:47 2018 
this is log msg 7919 Fri Nov  9 13:39:47 2018 
this is log msg 7920 Fri Nov  9 13:39:47 2018 
this is log msg 7921 Fri Nov  9 13:39:47 2018 
this is log msg 7922 Fri Nov  9 13:39:47 2018 
this is log msg 7923 Fri Nov  9 13:39:47 2018 
this is log msg 7924 Fri Nov  9 13:39:47 2018 
this is log msg 7925 Fri Nov  9 13:39:47 2018 
this is log msg 7926 Fri Nov  9 13:39:48 2018 
this is log msg 7927 Fri Nov  9 13:39:48 2018 
this is log msg 7928 Fri Nov  9 13:39:48 2018 
this is log msg 7929 Fri Nov  9 13:39:48 2018 
this is log msg 7930 Fri Nov  9 13:39:48 2018 
this is log msg 7931 Fri Nov  9 13:39:48 2018 
this is log msg 7932 Fri Nov  9 13:39:48 2018 
this is log msg 7933 Fri Nov  9 13:39:48 2018 
this is log msg 7934 Fri Nov  9 13:39:48 2018 
this is log msg 7935 Fri Nov  9 13:39:49 2018 
this is log msg 7936 Fri Nov  9 13:39:49 2018 
this is log msg 7937 Fri Nov  9 13:39:49 2018 
this is log msg 7938 Fri Nov  9 13:39:49 2018 
this is log msg 7939 Fri Nov  9 13:39:49 2018 
this is log msg 7940 Fri Nov  9 13:39:49 2018 
this is log msg 7941 Fri Nov  9 13:39:49 2018 
this is log msg 7942 Fri Nov  9 13:39:49 2018 
this is log msg 7943 Fri Nov  9 13:39:49 2018 
this is log msg 7944 Fri Nov  9 13:39:49 2018 
this is log msg 7945 Fri Nov  9 13:39:50 2018 
this is log msg 7946 Fri Nov  9 13:39:50 2018 
this is log msg 7947 Fri Nov  9 13:39:50 2018 
this is log msg 7948 Fri Nov  9 13:39:50 2018 
this is log msg 7949 Fri Nov  9 13:39:50 2018 
this is log msg 7950 Fri Nov  9 13:39:50 2018 
this is log msg 7951 Fri Nov  9 13:39:50 2018 
this is log msg 7952 Fri Nov  9 13:39:50 2018 
this is log msg 7953 Fri Nov  9 13:39:50 2018 
this is log msg 7954 Fri Nov  9 13:39:50 2018 
this is log msg 7955 Fri Nov  9 13:39:51 2018 
this is log msg 7956 Fri Nov  9 13:39:51 2018 
this is log msg 7957 Fri Nov  9 13:39:51 2018 
this is log msg 7958 Fri Nov  9 13:39:51 2018 
this is log msg 7959 Fri Nov  9 13:39:51 2018 
this is log msg 7960 Fri Nov  9 13:39:51 2018 
this is log msg 7961 Fri Nov  9 13:39:51 2018 
this is log msg 7962 Fri Nov  9 13:39:51 2018 
this is log msg 7963 Fri Nov  9 13:39:51 2018 
this is log msg 7964 Fri Nov  9 13:39:52 2018 
this is log msg 7965 Fri Nov  9 13:39:52 2018 
this is log msg 7966 Fri Nov  9 13:39:52 2018 
this is log msg 7967 Fri Nov  9 13:39:52 2018 
this is log msg 7968 Fri Nov  9 13:39:52 2018 
this is log msg 7969 Fri Nov  9 13:39:52 2018 
this is log msg 7970 Fri Nov  9 13:39:52 2018 
this is log msg 7971 Fri Nov  9 13:39:52 2018 
this is log msg 7972 Fri Nov  9 13:39:52 2018 
this is log msg 7973 Fri Nov  9 13:39:52 2018 
this is log msg 7974 Fri Nov  9 13:39:53 2018 
this is log msg 7975 Fri Nov  9 13:39:53 2018 
this is log msg 7976 Fri Nov  9 13:39:53 2018 
this is log msg 7977 Fri Nov  9 13:39:53 2018 
this is log msg 7978 Fri Nov  9 13:39:53 2018 
this is log msg 7979 Fri Nov  9 13:39:53 2018 
this is log msg 7980 Fri Nov  9 13:39:53 2018 
this is log msg 7981 Fri Nov  9 13:39:53 2018 
this is log msg 7982 Fri Nov  9 13:39:53 2018 
this is log msg 7983 Fri Nov  9 13:39:53 2018 
this is log msg 7984 Fri Nov  9 13:39:54 2018 
this is log msg 7985 Fri Nov  9 13:39:54 2018 
this is log msg 7986 Fri Nov  9 13:39:54 2018 
this is log msg 7987 Fri Nov  9 13:39:54 2018 
this is log msg 7988 Fri Nov  9 13:39:54 2018 
this is log msg 7989 Fri Nov  9 13:39:54 2018 
this is log msg 7990 Fri Nov  9 13:39:54 2018 
this is log msg 7991 Fri Nov  9 13:39:54 2018 
this is log msg 7992 Fri Nov  9 13:39:54 2018 
this is log msg 7993 Fri Nov  9 13:39:54 2018 
this is log msg 7994 Fri Nov  9 13:39:55 2018 
this is log msg 7995 Fri Nov  9 13:39:55 2018 
this is log msg 7996 Fri Nov  9 13:39:55 2018 
this is log msg 7997 Fri Nov  9 13:39:55 2018 
this is log msg 7998 Fri Nov  9 13:39:55 2018 
this is log msg 7999 Fri Nov  9 13:39:55 2018 
this is log msg 8000 Fri Nov  9 13:39:55 2018 
this is log msg 8001 Fri Nov  9 13:39:55 2018 
this is log msg 8002 Fri Nov  9 13:39:55 2018 
this is log msg 8003 Fri Nov  9 13:39:56 2018 
this is log msg 8004 Fri Nov  9 13:39:56 2018 
this is log msg 8005 Fri Nov  9 13:39:56 2018 
this is log msg 8006 Fri Nov  9 13:39:56 2018 
this is log msg 8007 Fri Nov  9 13:39:56 2018 
this is log msg 8008 Fri Nov  9 13:39:56 2018 
this is log msg 8009 Fri Nov  9 13:39:56 2018 
this is log msg 8010 Fri Nov  9 13:39:56 2018 
this is log msg 8011 Fri Nov  9 13:39:56 2018 
this is log msg 8012 Fri Nov  9 13:39:56 2018 
this is log msg 8013 Fri Nov  9 13:39:57 2018 
this is log msg 8014 Fri Nov  9 13:39:57 2018 
this is log msg 8015 Fri Nov  9 13:39:57 2018 
this is log msg 8016 Fri Nov  9 13:39:57 2018 
this is log msg 8017 Fri Nov  9 13:39:57 2018 
this is log msg 8018 Fri Nov  9 13:39:57 2018 
this is log msg 8019 Fri Nov  9 13:39:57 2018 
this is log msg 8020 Fri Nov  9 13:39:57 2018 
this is log msg 8021 Fri Nov  9 13:39:57 2018 
this is log msg 8022 Fri Nov  9 13:39:57 2018 
this is log msg 8023 Fri Nov  9 13:39:58 2018 
this is log msg 8024 Fri Nov  9 13:39:58 2018 
this is log msg 8025 Fri Nov  9 13:39:58 2018 
this is log msg 8026 Fri Nov  9 13:39:58 2018 
this is log msg 8027 Fri Nov  9 13:39:58 2018 
this is log msg 8028 Fri Nov  9 13:39:58 2018 
this is log msg 8029 Fri Nov  9 13:39:58 2018 
this is log msg 8030 Fri Nov  9 13:39:58 2018 
this is log msg 8031 Fri Nov  9 13:39:58 2018 
this is log msg 8032 Fri Nov  9 13:39:59 2018 
this is log msg 8033 Fri Nov  9 13:39:59 2018 
this is log msg 8034 Fri Nov  9 13:39:59 2018 
this is log msg 8035 Fri Nov  9 13:39:59 2018 
this is log msg 8036 Fri Nov  9 13:39:59 2018 
this is log msg 8037 Fri Nov  9 13:39:59 2018 
this is log msg 8038 Fri Nov  9 13:39:59 2018 
this is log msg 8039 Fri Nov  9 13:39:59 2018 
this is log msg 8040 Fri Nov  9 13:39:59 2018 
this is log msg 8041 Fri Nov  9 13:39:59 2018 
this is log msg 8042 Fri Nov  9 13:40:00 2018 
this is log msg 8043 Fri Nov  9 13:40:00 2018 
this is log msg 8044 Fri Nov  9 13:40:00 2018 
this is log msg 8045 Fri Nov  9 13:40:00 2018 
this is log msg 8046 Fri Nov  9 13:40:00 2018 
this is log msg 8047 Fri Nov  9 13:40:00 2018 
this is log msg 8048 Fri Nov  9 13:40:00 2018 
this is log msg 8049 Fri Nov  9 13:40:00 2018 
this is log msg 8050 Fri Nov  9 13:40:00 2018 
this is log msg 8051 Fri Nov  9 13:40:00 2018 
this is log msg 8052 Fri Nov  9 13:40:01 2018 
this is log msg 8053 Fri Nov  9 13:40:01 2018 
this is log msg 8054 Fri Nov  9 13:40:01 2018 
this is log msg 8055 Fri Nov  9 13:40:01 2018 
this is log msg 8056 Fri Nov  9 13:40:01 2018 
this is log msg 8057 Fri Nov  9 13:40:01 2018 
this is log msg 8058 Fri Nov  9 13:40:01 2018 
this is log msg 8059 Fri Nov  9 13:40:01 2018 
this is log msg 8060 Fri Nov  9 13:40:01 2018 
this is log msg 8061 Fri Nov  9 13:40:01 2018 
this is log msg 8062 Fri Nov  9 13:40:02 2018 
this is log msg 8063 Fri Nov  9 13:40:02 2018 
this is log msg 8064 Fri Nov  9 13:40:02 2018 
this is log msg 8065 Fri Nov  9 13:40:02 2018 
this is log msg 8066 Fri Nov  9 13:40:02 2018 
this is log msg 8067 Fri Nov  9 13:40:02 2018 
this is log msg 8068 Fri Nov  9 13:40:02 2018 
this is log msg 8069 Fri Nov  9 13:40:02 2018 
this is log msg 8070 Fri Nov  9 13:40:02 2018 
this is log msg 8071 Fri Nov  9 13:40:03 2018 
this is log msg 8072 Fri Nov  9 13:40:03 2018 
this is log msg 8073 Fri Nov  9 13:40:03 2018 
this is log msg 8074 Fri Nov  9 13:40:03 2018 
this is log msg 8075 Fri Nov  9 13:40:03 2018 
this is log msg 8076 Fri Nov  9 13:40:03 2018 
this is log msg 8077 Fri Nov  9 13:40:03 2018 
this is log msg 8078 Fri Nov  9 13:40:03 2018 
this is log msg 8079 Fri Nov  9 13:40:03 2018 
this is log msg 8080 Fri Nov  9 13:40:03 2018 
this is log msg 8081 Fri Nov  9 13:40:04 2018 
this is log msg 8082 Fri Nov  9 13:40:04 2018 
this is log msg 8083 Fri Nov  9 13:40:04 2018 
this is log msg 8084 Fri Nov  9 13:40:04 2018 
this is log msg 8085 Fri Nov  9 13:40:04 2018 
this is log msg 8086 Fri Nov  9 13:40:04 2018 
this is log msg 8087 Fri Nov  9 13:40:04 2018 
this is log msg 8088 Fri Nov  9 13:40:04 2018 
this is log msg 8089 Fri Nov  9 13:40:04 2018 
this is log msg 8090 Fri Nov  9 13:40:04 2018 
this is log msg 8091 Fri Nov  9 13:40:05 2018 
this is log msg 8092 Fri Nov  9 13:40:05 2018 
this is log msg 8093 Fri Nov  9 13:40:05 2018 
this is log msg 8094 Fri Nov  9 13:40:05 2018 
this is log msg 8095 Fri Nov  9 13:40:05 2018 
this is log msg 8096 Fri Nov  9 13:40:05 2018 
this is log msg 8097 Fri Nov  9 13:40:05 2018 
this is log msg 8098 Fri Nov  9 13:40:05 2018 
this is log msg 8099 Fri Nov  9 13:40:05 2018 
this is log msg 8100 Fri Nov  9 13:40:05 2018 
this is log msg 8101 Fri Nov  9 13:40:06 2018 
this is log msg 8102 Fri Nov  9 13:40:06 2018 
this is log msg 8103 Fri Nov  9 13:40:06 2018 
this is log msg 8104 Fri Nov  9 13:40:06 2018 
this is log msg 8105 Fri Nov  9 13:40:06 2018 
this is log msg 8106 Fri Nov  9 13:40:06 2018 
this is log msg 8107 Fri Nov  9 13:40:06 2018 
this is log msg 8108 Fri Nov  9 13:40:06 2018 
this is log msg 8109 Fri Nov  9 13:40:06 2018 
this is log msg 8110 Fri Nov  9 13:40:06 2018 
this is log msg 8111 Fri Nov  9 13:40:07 2018 
this is log msg 8112 Fri Nov  9 13:40:07 2018 
this is log msg 8113 Fri Nov  9 13:40:07 2018 
this is log msg 8114 Fri Nov  9 13:40:07 2018 
this is log msg 8115 Fri Nov  9 13:40:07 2018 
this is log msg 8116 Fri Nov  9 13:40:07 2018 
this is log msg 8117 Fri Nov  9 13:40:07 2018 
this is log msg 8118 Fri Nov  9 13:40:07 2018 
this is log msg 8119 Fri Nov  9 13:40:07 2018 
this is log msg 8120 Fri Nov  9 13:40:08 2018 
this is log msg 8121 Fri Nov  9 13:40:08 2018 
this is log msg 8122 Fri Nov  9 13:40:08 2018 
this is log msg 8123 Fri Nov  9 13:40:08 2018 
this is log msg 8124 Fri Nov  9 13:40:08 2018 
this is log msg 8125 Fri Nov  9 13:40:08 2018 
this is log msg 8126 Fri Nov  9 13:40:08 2018 
this is log msg 8127 Fri Nov  9 13:40:08 2018 
this is log msg 8128 Fri Nov  9 13:40:08 2018 
this is log msg 8129 Fri Nov  9 13:40:08 2018 
this is log msg 8130 Fri Nov  9 13:40:09 2018 
this is log msg 8131 Fri Nov  9 13:40:09 2018 
this is log msg 8132 Fri Nov  9 13:40:09 2018 
this is log msg 8133 Fri Nov  9 13:40:09 2018 
this is log msg 8134 Fri Nov  9 13:40:09 2018 
this is log msg 8135 Fri Nov  9 13:40:09 2018 
this is log msg 8136 Fri Nov  9 13:40:09 2018 
this is log msg 8137 Fri Nov  9 13:40:09 2018 
this is log msg 8138 Fri Nov  9 13:40:09 2018 
this is log msg 8139 Fri Nov  9 13:40:10 2018 
this is log msg 8140 Fri Nov  9 13:40:10 2018 
this is log msg 8141 Fri Nov  9 13:40:10 2018 
this is log msg 8142 Fri Nov  9 13:40:10 2018 
this is log msg 8143 Fri Nov  9 13:40:10 2018 
this is log msg 8144 Fri Nov  9 13:40:10 2018 
this is log msg 8145 Fri Nov  9 13:40:10 2018 
this is log msg 8146 Fri Nov  9 13:40:10 2018 
this is log msg 8147 Fri Nov  9 13:40:10 2018 
this is log msg 8148 Fri Nov  9 13:40:10 2018 
this is log msg 8149 Fri Nov  9 13:40:11 2018 
this is log msg 8150 Fri Nov  9 13:40:11 2018 
this is log msg 8151 Fri Nov  9 13:40:11 2018 
this is log msg 8152 Fri Nov  9 13:40:11 2018 
this is log msg 8153 Fri Nov  9 13:40:11 2018 
this is log msg 8154 Fri Nov  9 13:40:11 2018 
this is log msg 8155 Fri Nov  9 13:40:11 2018 
this is log msg 8156 Fri Nov  9 13:40:11 2018 
this is log msg 8157 Fri Nov  9 13:40:11 2018 
this is log msg 8158 Fri Nov  9 13:40:11 2018 
this is log msg 8159 Fri Nov  9 13:40:12 2018 
this is log msg 8160 Fri Nov  9 13:40:12 2018 
this is log msg 8161 Fri Nov  9 13:40:12 2018 
this is log msg 8162 Fri Nov  9 13:40:12 2018 
this is log msg 8163 Fri Nov  9 13:40:12 2018 
this is log msg 8164 Fri Nov  9 13:40:12 2018 
this is log msg 8165 Fri Nov  9 13:40:12 2018 
this is log msg 8166 Fri Nov  9 13:40:12 2018 
this is log msg 8167 Fri Nov  9 13:40:12 2018 
this is log msg 8168 Fri Nov  9 13:40:12 2018 
this is log msg 8169 Fri Nov  9 13:40:13 2018 
this is log msg 8170 Fri Nov  9 13:40:13 2018 
this is log msg 8171 Fri Nov  9 13:40:13 2018 
this is log msg 8172 Fri Nov  9 13:40:13 2018 
this is log msg 8173 Fri Nov  9 13:40:13 2018 
this is log msg 8174 Fri Nov  9 13:40:13 2018 
this is log msg 8175 Fri Nov  9 13:40:13 2018 
this is log msg 8176 Fri Nov  9 13:40:13 2018 
this is log msg 8177 Fri Nov  9 13:40:13 2018 
this is log msg 8178 Fri Nov  9 13:40:14 2018 
this is log msg 8179 Fri Nov  9 13:40:14 2018 
this is log msg 8180 Fri Nov  9 13:40:14 2018 
this is log msg 8181 Fri Nov  9 13:40:14 2018 
this is log msg 8182 Fri Nov  9 13:40:14 2018 
this is log msg 8183 Fri Nov  9 13:40:14 2018 
this is log msg 8184 Fri Nov  9 13:40:14 2018 
this is log msg 8185 Fri Nov  9 13:40:14 2018 
this is log msg 8186 Fri Nov  9 13:40:14 2018 
this is log msg 8187 Fri Nov  9 13:40:14 2018 
this is log msg 8188 Fri Nov  9 13:40:15 2018 
this is log msg 8189 Fri Nov  9 13:40:15 2018 
this is log msg 8190 Fri Nov  9 13:40:15 2018 
this is log msg 8191 Fri Nov  9 13:40:15 2018 
this is log msg 8192 Fri Nov  9 13:40:15 2018 
this is log msg 8193 Fri Nov  9 13:40:15 2018 
this is log msg 8194 Fri Nov  9 13:40:15 2018 
this is log msg 8195 Fri Nov  9 13:40:15 2018 
this is log msg 8196 Fri Nov  9 13:40:15 2018 
this is log msg 8197 Fri Nov  9 13:40:15 2018 
this is log msg 8198 Fri Nov  9 13:40:16 2018 
this is log msg 8199 Fri Nov  9 13:40:16 2018 
this is log msg 8200 Fri Nov  9 13:40:16 2018 
this is log msg 8201 Fri Nov  9 13:40:16 2018 
this is log msg 8202 Fri Nov  9 13:40:16 2018 
this is log msg 8203 Fri Nov  9 13:40:16 2018 
this is log msg 8204 Fri Nov  9 13:40:16 2018 
this is log msg 8205 Fri Nov  9 13:40:16 2018 
this is log msg 8206 Fri Nov  9 13:40:16 2018 
this is log msg 8207 Fri Nov  9 13:40:17 2018 
this is log msg 8208 Fri Nov  9 13:40:17 2018 
this is log msg 8209 Fri Nov  9 13:40:17 2018 
this is log msg 8210 Fri Nov  9 13:40:17 2018 
this is log msg 8211 Fri Nov  9 13:40:17 2018 
this is log msg 8212 Fri Nov  9 13:40:17 2018 
this is log msg 8213 Fri Nov  9 13:40:17 2018 
this is log msg 8214 Fri Nov  9 13:40:17 2018 
this is log msg 8215 Fri Nov  9 13:40:17 2018 
this is log msg 8216 Fri Nov  9 13:40:17 2018 
this is log msg 8217 Fri Nov  9 13:40:18 2018 
this is log msg 8218 Fri Nov  9 13:40:18 2018 
this is log msg 8219 Fri Nov  9 13:40:18 2018 
this is log msg 8220 Fri Nov  9 13:40:18 2018 
this is log msg 8221 Fri Nov  9 13:40:18 2018 
this is log msg 8222 Fri Nov  9 13:40:18 2018 
this is log msg 8223 Fri Nov  9 13:40:18 2018 
this is log msg 8224 Fri Nov  9 13:40:18 2018 
this is log msg 8225 Fri Nov  9 13:40:18 2018 
this is log msg 8226 Fri Nov  9 13:40:18 2018 
this is log msg 8227 Fri Nov  9 13:40:19 2018 
this is log msg 8228 Fri Nov  9 13:40:19 2018 
this is log msg 8229 Fri Nov  9 13:40:19 2018 
this is log msg 8230 Fri Nov  9 13:40:19 2018 
this is log msg 8231 Fri Nov  9 13:40:19 2018 
this is log msg 8232 Fri Nov  9 13:40:19 2018 
this is log msg 8233 Fri Nov  9 13:40:19 2018 
this is log msg 8234 Fri Nov  9 13:40:19 2018 
this is log msg 8235 Fri Nov  9 13:40:19 2018 
this is log msg 8236 Fri Nov  9 13:40:19 2018 
this is log msg 8237 Fri Nov  9 13:40:20 2018 
this is log msg 8238 Fri Nov  9 13:40:20 2018 
this is log msg 8239 Fri Nov  9 13:40:20 2018 
this is log msg 8240 Fri Nov  9 13:40:20 2018 
this is log msg 8241 Fri Nov  9 13:40:20 2018 
this is log msg 8242 Fri Nov  9 13:40:20 2018 
this is log msg 8243 Fri Nov  9 13:40:20 2018 
this is log msg 8244 Fri Nov  9 13:40:20 2018 
this is log msg 8245 Fri Nov  9 13:40:20 2018 
this is log msg 8246 Fri Nov  9 13:40:21 2018 
this is log msg 8247 Fri Nov  9 13:40:21 2018 
this is log msg 8248 Fri Nov  9 13:40:21 2018 
this is log msg 8249 Fri Nov  9 13:40:21 2018 
this is log msg 8250 Fri Nov  9 13:40:21 2018 
this is log msg 8251 Fri Nov  9 13:40:21 2018 
this is log msg 8252 Fri Nov  9 13:40:21 2018 
this is log msg 8253 Fri Nov  9 13:40:21 2018 
this is log msg 8254 Fri Nov  9 13:40:21 2018 
this is log msg 8255 Fri Nov  9 13:40:21 2018 
this is log msg 8256 Fri Nov  9 13:40:22 2018 
this is log msg 8257 Fri Nov  9 13:40:22 2018 
this is log msg 8258 Fri Nov  9 13:40:22 2018 
this is log msg 8259 Fri Nov  9 13:40:22 2018 
this is log msg 8260 Fri Nov  9 13:40:22 2018 
this is log msg 8261 Fri Nov  9 13:40:22 2018 
this is log msg 8262 Fri Nov  9 13:40:22 2018 
this is log msg 8263 Fri Nov  9 13:40:22 2018 
this is log msg 8264 Fri Nov  9 13:40:22 2018 
this is log msg 8265 Fri Nov  9 13:40:22 2018 
this is log msg 8266 Fri Nov  9 13:40:23 2018 
this is log msg 8267 Fri Nov  9 13:40:23 2018 
this is log msg 8268 Fri Nov  9 13:40:23 2018 
this is log msg 8269 Fri Nov  9 13:40:23 2018 
this is log msg 8270 Fri Nov  9 13:40:23 2018 
this is log msg 8271 Fri Nov  9 13:40:23 2018 
this is log msg 8272 Fri Nov  9 13:40:23 2018 
this is log msg 8273 Fri Nov  9 13:40:23 2018 
this is log msg 8274 Fri Nov  9 13:40:23 2018 
this is log msg 8275 Fri Nov  9 13:40:24 2018 
this is log msg 8276 Fri Nov  9 13:40:24 2018 
this is log msg 8277 Fri Nov  9 13:40:24 2018 
this is log msg 8278 Fri Nov  9 13:40:24 2018 
this is log msg 8279 Fri Nov  9 13:40:24 2018 
this is log msg 8280 Fri Nov  9 13:40:24 2018 
this is log msg 8281 Fri Nov  9 13:40:24 2018 
this is log msg 8282 Fri Nov  9 13:40:24 2018 
this is log msg 8283 Fri Nov  9 13:40:24 2018 
this is log msg 8284 Fri Nov  9 13:40:24 2018 
this is log msg 8285 Fri Nov  9 13:40:25 2018 
this is log msg 8286 Fri Nov  9 13:40:25 2018 
this is log msg 8287 Fri Nov  9 13:40:25 2018 
this is log msg 8288 Fri Nov  9 13:40:25 2018 
this is log msg 8289 Fri Nov  9 13:40:25 2018 
this is log msg 8290 Fri Nov  9 13:40:25 2018 
this is log msg 8291 Fri Nov  9 13:40:25 2018 
this is log msg 8292 Fri Nov  9 13:40:25 2018 
this is log msg 8293 Fri Nov  9 13:40:25 2018 
this is log msg 8294 Fri Nov  9 13:40:25 2018 
this is log msg 8295 Fri Nov  9 13:40:26 2018 
this is log msg 8296 Fri Nov  9 13:40:26 2018 
this is log msg 8297 Fri Nov  9 13:40:26 2018 
this is log msg 8298 Fri Nov  9 13:40:26 2018 
this is log msg 8299 Fri Nov  9 13:40:26 2018 
this is log msg 8300 Fri Nov  9 13:40:26 2018 
this is log msg 8301 Fri Nov  9 13:40:26 2018 
this is log msg 8302 Fri Nov  9 13:40:26 2018 
this is log msg 8303 Fri Nov  9 13:40:26 2018 
this is log msg 8304 Fri Nov  9 13:40:26 2018 
this is log msg 8305 Fri Nov  9 13:40:27 2018 
this is log msg 8306 Fri Nov  9 13:40:27 2018 
this is log msg 8307 Fri Nov  9 13:40:27 2018 
this is log msg 8308 Fri Nov  9 13:40:27 2018 
this is log msg 8309 Fri Nov  9 13:40:27 2018 
this is log msg 8310 Fri Nov  9 13:40:27 2018 
this is log msg 8311 Fri Nov  9 13:40:27 2018 
this is log msg 8312 Fri Nov  9 13:40:27 2018 
this is log msg 8313 Fri Nov  9 13:40:27 2018 
this is log msg 8314 Fri Nov  9 13:40:28 2018 
this is log msg 8315 Fri Nov  9 13:40:28 2018 
this is log msg 8316 Fri Nov  9 13:40:28 2018 
this is log msg 8317 Fri Nov  9 13:40:28 2018 
this is log msg 8318 Fri Nov  9 13:40:28 2018 
this is log msg 8319 Fri Nov  9 13:40:28 2018 
this is log msg 8320 Fri Nov  9 13:40:28 2018 
this is log msg 8321 Fri Nov  9 13:40:28 2018 
this is log msg 8322 Fri Nov  9 13:40:28 2018 
this is log msg 8323 Fri Nov  9 13:40:28 2018 
this is log msg 8324 Fri Nov  9 13:40:29 2018 
this is log msg 8325 Fri Nov  9 13:40:29 2018 
this is log msg 8326 Fri Nov  9 13:40:29 2018 
this is log msg 8327 Fri Nov  9 13:40:29 2018 
this is log msg 8328 Fri Nov  9 13:40:29 2018 
this is log msg 8329 Fri Nov  9 13:40:29 2018 
this is log msg 8330 Fri Nov  9 13:40:29 2018 
this is log msg 8331 Fri Nov  9 13:40:29 2018 
this is log msg 8332 Fri Nov  9 13:40:29 2018 
this is log msg 8333 Fri Nov  9 13:40:29 2018 
this is log msg 8334 Fri Nov  9 13:40:30 2018 
this is log msg 8335 Fri Nov  9 13:40:30 2018 
this is log msg 8336 Fri Nov  9 13:40:30 2018 
this is log msg 8337 Fri Nov  9 13:40:30 2018 
this is log msg 8338 Fri Nov  9 13:40:30 2018 
this is log msg 8339 Fri Nov  9 13:40:30 2018 
this is log msg 8340 Fri Nov  9 13:40:30 2018 
this is log msg 8341 Fri Nov  9 13:40:30 2018 
this is log msg 8342 Fri Nov  9 13:40:30 2018 
this is log msg 8343 Fri Nov  9 13:40:31 2018 
this is log msg 8344 Fri Nov  9 13:40:31 2018 
this is log msg 8345 Fri Nov  9 13:40:31 2018 
this is log msg 8346 Fri Nov  9 13:40:31 2018 
this is log msg 8347 Fri Nov  9 13:40:31 2018 
this is log msg 8348 Fri Nov  9 13:40:31 2018 
this is log msg 8349 Fri Nov  9 13:40:31 2018 
this is log msg 8350 Fri Nov  9 13:40:31 2018 
this is log msg 8351 Fri Nov  9 13:40:31 2018 
this is log msg 8352 Fri Nov  9 13:40:31 2018 
this is log msg 8353 Fri Nov  9 13:40:32 2018 
this is log msg 8354 Fri Nov  9 13:40:32 2018 
this is log msg 8355 Fri Nov  9 13:40:32 2018 
this is log msg 8356 Fri Nov  9 13:40:32 2018 
this is log msg 8357 Fri Nov  9 13:40:32 2018 
this is log msg 8358 Fri Nov  9 13:40:32 2018 
this is log msg 8359 Fri Nov  9 13:40:32 2018 
this is log msg 8360 Fri Nov  9 13:40:32 2018 
this is log msg 8361 Fri Nov  9 13:40:32 2018 
this is log msg 8362 Fri Nov  9 13:40:32 2018 
this is log msg 8363 Fri Nov  9 13:40:33 2018 
this is log msg 8364 Fri Nov  9 13:40:33 2018 
this is log msg 8365 Fri Nov  9 13:40:33 2018 
this is log msg 8366 Fri Nov  9 13:40:33 2018 
this is log msg 8367 Fri Nov  9 13:40:33 2018 
this is log msg 8368 Fri Nov  9 13:40:33 2018 
this is log msg 8369 Fri Nov  9 13:40:33 2018 
this is log msg 8370 Fri Nov  9 13:40:33 2018 
this is log msg 8371 Fri Nov  9 13:40:33 2018 
this is log msg 8372 Fri Nov  9 13:40:34 2018 
this is log msg 8373 Fri Nov  9 13:40:34 2018 
this is log msg 8374 Fri Nov  9 13:40:34 2018 
this is log msg 8375 Fri Nov  9 13:40:34 2018 
this is log msg 8376 Fri Nov  9 13:40:34 2018 
this is log msg 8377 Fri Nov  9 13:40:34 2018 
this is log msg 8378 Fri Nov  9 13:40:34 2018 
this is log msg 8379 Fri Nov  9 13:40:34 2018 
this is log msg 8380 Fri Nov  9 13:40:34 2018 
this is log msg 8381 Fri Nov  9 13:40:35 2018 
this is log msg 8382 Fri Nov  9 13:40:35 2018 
this is log msg 8383 Fri Nov  9 13:40:35 2018 
this is log msg 8384 Fri Nov  9 13:40:35 2018 
this is log msg 8385 Fri Nov  9 13:40:35 2018 
this is log msg 8386 Fri Nov  9 13:40:35 2018 
this is log msg 8387 Fri Nov  9 13:40:35 2018 
this is log msg 8388 Fri Nov  9 13:40:35 2018 
this is log msg 8389 Fri Nov  9 13:40:35 2018 
this is log msg 8390 Fri Nov  9 13:40:35 2018 
this is log msg 8391 Fri Nov  9 13:40:36 2018 
this is log msg 8392 Fri Nov  9 13:40:36 2018 
this is log msg 8393 Fri Nov  9 13:40:36 2018 
this is log msg 8394 Fri Nov  9 13:40:36 2018 
